image_id,class,xmin,ymin,xmax,ymax,image_id_str,box_area,path,width,height,x1n,y1n,x2n,y2n
20,car,12,93,115,152,00000020,6077,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000020.jpg,342,228,0.03508771929824561,0.40789473684210525,0.3362573099415205,0.6666666666666666
21,car,141,251,300,367,00000021,18444,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000021.jpg,720,480,0.19583333333333333,0.5229166666666667,0.4166666666666667,0.7645833333333333
22,car,281,142,514,367,00000022,52425,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000022.jpg,720,480,0.3902777777777778,0.29583333333333334,0.7138888888888889,0.7645833333333333
23,pickup_truck,410,250,706,404,00000023,45584,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000023.jpg,720,480,0.5694444444444444,0.5208333333333334,0.9805555555555555,0.8416666666666667
24,car,123,103,270,168,00000024,9555,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000024.jpg,720,480,0.17083333333333334,0.21458333333333332,0.375,0.35
25,car,100,97,236,150,00000025,7208,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000025.jpg,342,228,0.29239766081871343,0.42543859649122806,0.6900584795321637,0.6578947368421053
26,car,252,253,578,479,00000026,73676,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000026.jpg,720,480,0.35,0.5270833333333333,0.8027777777777778,0.9979166666666667
27,pickup_truck,221,111,584,309,00000027,71874,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000027.jpg,720,480,0.30694444444444446,0.23125,0.8111111111111111,0.64375
28,car,37,140,142,187,00000028,4935,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000028.jpg,342,228,0.10818713450292397,0.6140350877192983,0.4152046783625731,0.8201754385964912
29,car,37,116,127,196,00000029,7200,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000029.jpg,720,480,0.05138888888888889,0.24166666666666667,0.1763888888888889,0.4083333333333333
30,car,403,337,676,477,00000030,38220,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000030.jpg,720,480,0.5597222222222222,0.7020833333333333,0.9388888888888889,0.99375
31,car,147,63,226,99,00000031,2844,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000031.jpg,342,228,0.4298245614035088,0.27631578947368424,0.6608187134502924,0.4342105263157895
32,car,511,135,632,200,00000032,7865,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000032.jpg,720,480,0.7097222222222223,0.28125,0.8777777777777778,0.4166666666666667
33,pickup_truck,209,48,318,96,00000033,5232,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000033.jpg,342,228,0.6111111111111112,0.21052631578947367,0.9298245614035088,0.42105263157894735
34,car,91,126,160,168,00000034,2898,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000034.jpg,720,480,0.12638888888888888,0.2625,0.2222222222222222,0.35
35,single_unit_truck,432,173,711,336,00000035,45477,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000035.jpg,720,480,0.6,0.36041666666666666,0.9875,0.7
36,car,3,92,106,150,00000036,5974,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000036.jpg,342,228,0.008771929824561403,0.40350877192982454,0.30994152046783624,0.6578947368421053
37,pickup_truck,138,47,260,97,00000037,6100,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000037.jpg,342,228,0.40350877192982454,0.20614035087719298,0.7602339181286549,0.42543859649122806
38,car,76,122,240,208,00000038,14104,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000038.jpg,720,480,0.10555555555555556,0.25416666666666665,0.3333333333333333,0.43333333333333335
39,pickup_truck,242,90,338,150,00000039,5760,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000039.jpg,342,228,0.7076023391812866,0.39473684210526316,0.9883040935672515,0.6578947368421053
40,car,351,165,434,205,00000040,3320,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000040.jpg,720,480,0.4875,0.34375,0.6027777777777777,0.4270833333333333
41,car,124,131,231,179,00000041,5136,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000041.jpg,342,228,0.36257309941520466,0.5745614035087719,0.6754385964912281,0.7850877192982456
42,car,5,236,37,317,00000042,2592,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000042.jpg,720,480,0.006944444444444444,0.49166666666666664,0.05138888888888889,0.6604166666666667
43,bus,60,58,359,391,00000043,99567,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000043.jpg,720,480,0.08333333333333333,0.12083333333333333,0.4986111111111111,0.8145833333333333
44,car,348,242,540,377,00000044,25920,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000044.jpg,720,480,0.48333333333333334,0.5041666666666667,0.75,0.7854166666666667
45,car,354,262,514,443,00000045,28960,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000045.jpg,720,480,0.49166666666666664,0.5458333333333333,0.7138888888888889,0.9229166666666667
46,car,43,104,161,161,00000046,6726,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000046.jpg,342,228,0.12573099415204678,0.45614035087719296,0.47076023391812866,0.706140350877193
47,car,302,207,432,324,00000047,15210,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000047.jpg,720,480,0.41944444444444445,0.43125,0.6,0.675
48,pickup_truck,475,78,620,144,00000048,9570,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000048.jpg,720,480,0.6597222222222222,0.1625,0.8611111111111112,0.3
49,car,22,51,89,86,00000049,2345,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000049.jpg,342,228,0.06432748538011696,0.2236842105263158,0.260233918128655,0.37719298245614036
50,work_van,616,266,711,402,00000050,12920,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000050.jpg,720,480,0.8555555555555555,0.5541666666666667,0.9875,0.8375
51,car,123,81,263,145,00000051,8960,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000051.jpg,342,228,0.35964912280701755,0.35526315789473684,0.7690058479532164,0.6359649122807017
52,pickup_truck,132,240,296,343,00000052,16892,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000052.jpg,720,480,0.18333333333333332,0.5,0.4111111111111111,0.7145833333333333
53,motorized_vehicle,94,160,201,227,00000053,7169,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000053.jpg,342,228,0.27485380116959063,0.7017543859649122,0.5877192982456141,0.9956140350877193
54,pickup_truck,269,53,496,154,00000054,22927,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000054.jpg,720,480,0.3736111111111111,0.11041666666666666,0.6888888888888889,0.32083333333333336
55,pickup_truck,63,222,158,289,00000055,6365,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000055.jpg,720,480,0.0875,0.4625,0.21944444444444444,0.6020833333333333
56,pickup_truck,1,296,260,461,00000056,42735,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000056.jpg,720,480,0.001388888888888889,0.6166666666666667,0.3611111111111111,0.9604166666666667
57,work_van,209,63,315,123,00000057,6360,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000057.jpg,342,228,0.6111111111111112,0.27631578947368424,0.9210526315789473,0.5394736842105263
58,articulated_truck,136,156,566,431,00000058,118250,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000058.jpg,720,480,0.18888888888888888,0.325,0.7861111111111111,0.8979166666666667
59,pickup_truck,306,139,431,208,00000059,8625,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000059.jpg,720,480,0.425,0.28958333333333336,0.5986111111111111,0.43333333333333335
60,car,162,198,391,326,00000060,29312,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000060.jpg,720,480,0.225,0.4125,0.5430555555555555,0.6791666666666667
61,car,558,220,715,362,00000061,22294,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000061.jpg,720,480,0.775,0.4583333333333333,0.9930555555555556,0.7541666666666667
62,car,453,270,613,402,00000062,21120,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000062.jpg,720,480,0.6291666666666667,0.5625,0.8513888888888889,0.8375
63,car,9,270,156,381,00000063,16317,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000063.jpg,720,480,0.0125,0.5625,0.21666666666666667,0.79375
64,car,293,199,437,278,00000064,11376,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000064.jpg,720,480,0.40694444444444444,0.41458333333333336,0.6069444444444444,0.5791666666666667
65,pickup_truck,229,123,273,164,00000065,1804,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000065.jpg,720,480,0.31805555555555554,0.25625,0.37916666666666665,0.3416666666666667
66,pickup_truck,306,197,444,265,00000066,9384,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000066.jpg,720,480,0.425,0.41041666666666665,0.6166666666666667,0.5520833333333334
67,car,350,195,448,253,00000067,5684,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000067.jpg,720,480,0.4861111111111111,0.40625,0.6222222222222222,0.5270833333333333
68,car,227,122,379,189,00000068,10184,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000068.jpg,720,480,0.31527777777777777,0.25416666666666665,0.5263888888888889,0.39375
69,car,409,382,574,478,00000069,15840,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000069.jpg,720,480,0.5680555555555555,0.7958333333333333,0.7972222222222223,0.9958333333333333
70,car,358,317,538,477,00000070,28800,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000070.jpg,720,480,0.49722222222222223,0.6604166666666667,0.7472222222222222,0.99375
71,car,355,74,551,178,00000071,20384,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000071.jpg,720,480,0.4930555555555556,0.15416666666666667,0.7652777777777777,0.37083333333333335
72,articulated_truck,3,27,605,344,00000072,190834,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000072.jpg,720,480,0.004166666666666667,0.05625,0.8402777777777778,0.7166666666666667
73,bicycle,84,376,237,470,00000073,14382,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000073.jpg,720,480,0.11666666666666667,0.7833333333333333,0.32916666666666666,0.9791666666666666
74,car,559,194,695,317,00000074,16728,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000074.jpg,720,480,0.7763888888888889,0.4041666666666667,0.9652777777777778,0.6604166666666667
75,car,50,178,116,230,00000075,3432,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000075.jpg,720,480,0.06944444444444445,0.37083333333333335,0.16111111111111112,0.4791666666666667
76,car,254,90,437,208,00000076,21594,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000076.jpg,720,480,0.3527777777777778,0.1875,0.6069444444444444,0.43333333333333335
77,car,171,239,313,320,00000077,11502,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000077.jpg,720,480,0.2375,0.4979166666666667,0.43472222222222223,0.6666666666666666
78,car,366,232,497,327,00000078,12445,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000078.jpg,720,480,0.5083333333333333,0.48333333333333334,0.6902777777777778,0.68125
79,car,29,143,143,215,00000079,8208,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000079.jpg,342,228,0.0847953216374269,0.6271929824561403,0.41812865497076024,0.9429824561403509
80,work_van,136,182,319,290,00000080,19764,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000080.jpg,720,480,0.18888888888888888,0.37916666666666665,0.44305555555555554,0.6041666666666666
81,car,41,145,133,195,00000081,4600,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000081.jpg,342,228,0.11988304093567251,0.6359649122807017,0.3888888888888889,0.8552631578947368
82,work_van,568,226,668,339,00000082,11300,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000082.jpg,720,480,0.7888888888888889,0.4708333333333333,0.9277777777777778,0.70625
83,car,113,333,183,434,00000083,7070,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000083.jpg,720,480,0.15694444444444444,0.69375,0.25416666666666665,0.9041666666666667
84,car,225,113,304,159,00000084,3634,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000084.jpg,342,228,0.6578947368421053,0.4956140350877193,0.8888888888888888,0.6973684210526315
85,car,590,256,711,337,00000085,9801,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000085.jpg,720,480,0.8194444444444444,0.5333333333333333,0.9875,0.7020833333333333
86,motorized_vehicle,68,73,100,88,00000086,480,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000086.jpg,342,228,0.19883040935672514,0.3201754385964912,0.29239766081871343,0.38596491228070173
87,bus,263,181,533,393,00000087,57240,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000087.jpg,720,480,0.36527777777777776,0.3770833333333333,0.7402777777777778,0.81875
88,car,275,136,502,248,00000088,25424,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000088.jpg,720,480,0.3819444444444444,0.2833333333333333,0.6972222222222222,0.5166666666666667
89,car,40,100,121,141,00000089,3321,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000089.jpg,720,480,0.05555555555555555,0.20833333333333334,0.16805555555555557,0.29375
90,work_van,492,152,712,298,00000090,32120,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000090.jpg,720,480,0.6833333333333333,0.31666666666666665,0.9888888888888889,0.6208333333333333
91,car,433,162,494,203,00000091,2501,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000091.jpg,720,480,0.6013888888888889,0.3375,0.6861111111111111,0.42291666666666666
92,car,100,234,319,381,00000092,32193,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000092.jpg,720,480,0.1388888888888889,0.4875,0.44305555555555554,0.79375
93,car,111,154,252,217,00000093,8883,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000093.jpg,720,480,0.15416666666666667,0.32083333333333336,0.35,0.45208333333333334
94,articulated_truck,0,73,628,353,00000094,175840,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000094.jpg,720,480,0.0,0.15208333333333332,0.8722222222222222,0.7354166666666667
95,bus,100,115,592,479,00000095,179088,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000095.jpg,720,480,0.1388888888888889,0.23958333333333334,0.8222222222222222,0.9979166666666667
96,articulated_truck,6,31,98,67,00000096,3312,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000096.jpg,342,228,0.017543859649122806,0.13596491228070176,0.28654970760233917,0.29385964912280704
97,car,10,65,74,105,00000097,2560,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000097.jpg,342,228,0.029239766081871343,0.2850877192982456,0.21637426900584794,0.4605263157894737
98,pickup_truck,71,54,136,94,00000098,2600,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000098.jpg,342,228,0.20760233918128654,0.23684210526315788,0.39766081871345027,0.41228070175438597
99,car,32,72,93,108,00000099,2196,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000099.jpg,342,228,0.0935672514619883,0.3157894736842105,0.2719298245614035,0.47368421052631576
100,car,111,104,223,162,00000100,6496,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000100.jpg,720,480,0.15416666666666667,0.21666666666666667,0.30972222222222223,0.3375
101,bus,188,85,382,215,00000101,25220,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000101.jpg,720,480,0.2611111111111111,0.17708333333333334,0.5305555555555556,0.4479166666666667
102,car,110,99,229,157,00000102,6902,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000102.jpg,342,228,0.3216374269005848,0.4342105263157895,0.6695906432748538,0.6885964912280702
103,bus,324,143,601,261,00000103,32686,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000103.jpg,720,480,0.45,0.29791666666666666,0.8347222222222223,0.54375
104,car,140,95,219,147,00000104,4108,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000104.jpg,342,228,0.4093567251461988,0.4166666666666667,0.6403508771929824,0.6447368421052632
105,car,143,323,329,473,00000105,27900,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000105.jpg,720,480,0.1986111111111111,0.6729166666666667,0.45694444444444443,0.9854166666666667
106,car,321,317,560,478,00000106,38479,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000106.jpg,720,480,0.44583333333333336,0.6604166666666667,0.7777777777777778,0.9958333333333333
107,car,118,112,201,162,00000107,4150,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000107.jpg,342,228,0.34502923976608185,0.49122807017543857,0.5877192982456141,0.7105263157894737
108,car,324,222,530,367,00000108,29870,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000108.jpg,720,480,0.45,0.4625,0.7361111111111112,0.7645833333333333
109,car,434,229,604,326,00000109,16490,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000109.jpg,720,480,0.6027777777777777,0.47708333333333336,0.8388888888888889,0.6791666666666667
110,car,289,156,512,368,00000110,47276,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000110.jpg,720,480,0.4013888888888889,0.325,0.7111111111111111,0.7666666666666667
111,car,338,216,489,351,00000111,20385,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000111.jpg,720,480,0.46944444444444444,0.45,0.6791666666666667,0.73125
112,articulated_truck,0,94,130,225,00000112,17030,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000112.jpg,720,480,0.0,0.19583333333333333,0.18055555555555555,0.46875
113,car,109,336,312,479,00000113,29029,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000113.jpg,720,480,0.15138888888888888,0.7,0.43333333333333335,0.9979166666666667
114,bus,358,48,649,206,00000114,45978,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000114.jpg,720,480,0.49722222222222223,0.1,0.9013888888888889,0.42916666666666664
115,car,494,155,671,245,00000115,15930,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000115.jpg,720,480,0.6861111111111111,0.3229166666666667,0.9319444444444445,0.5104166666666666
116,car,104,97,191,137,00000116,3480,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000116.jpg,342,228,0.30409356725146197,0.42543859649122806,0.5584795321637427,0.6008771929824561
117,pickup_truck,118,90,226,135,00000117,4860,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000117.jpg,342,228,0.34502923976608185,0.39473684210526316,0.6608187134502924,0.5921052631578947
118,bicycle,362,137,408,242,00000118,4830,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000118.jpg,720,480,0.5027777777777778,0.28541666666666665,0.5666666666666667,0.5041666666666667
119,work_van,111,269,500,479,00000119,81690,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000119.jpg,720,480,0.15416666666666667,0.5604166666666667,0.6944444444444444,0.9979166666666667
120,car,98,120,200,194,00000120,7548,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000120.jpg,720,480,0.1361111111111111,0.25,0.2777777777777778,0.4041666666666667
121,car,304,199,414,309,00000121,12100,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000121.jpg,720,480,0.4222222222222222,0.41458333333333336,0.575,0.64375
122,car,0,164,68,217,00000122,3604,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000122.jpg,342,228,0.0,0.7192982456140351,0.19883040935672514,0.9517543859649122
123,car,370,228,637,347,00000123,31773,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000123.jpg,720,480,0.5138888888888888,0.475,0.8847222222222222,0.7229166666666667
124,motorized_vehicle,603,310,710,462,00000124,16264,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000124.jpg,720,480,0.8375,0.6458333333333334,0.9861111111111112,0.9625
125,car,235,234,504,356,00000125,32818,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000125.jpg,720,480,0.3263888888888889,0.4875,0.7,0.7416666666666667
126,car,20,337,189,469,00000126,22308,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000126.jpg,720,480,0.027777777777777776,0.7020833333333333,0.2625,0.9770833333333333
127,bus,449,140,712,293,00000127,40239,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000127.jpg,720,480,0.6236111111111111,0.2916666666666667,0.9888888888888889,0.6104166666666667
128,car,92,139,155,173,00000128,2142,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000128.jpg,720,480,0.12777777777777777,0.28958333333333336,0.2152777777777778,0.36041666666666666
129,car,173,55,242,79,00000129,1656,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000129.jpg,720,480,0.24027777777777778,0.11458333333333333,0.33611111111111114,0.16458333333333333
130,work_van,494,101,685,225,00000130,23684,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000130.jpg,720,480,0.6861111111111111,0.21041666666666667,0.9513888888888888,0.46875
131,work_van,242,22,302,45,00000131,1380,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000131.jpg,342,228,0.7076023391812866,0.09649122807017543,0.8830409356725146,0.19736842105263158
132,pickup_truck,311,51,589,197,00000132,40588,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000132.jpg,720,480,0.43194444444444446,0.10625,0.8180555555555555,0.41041666666666665
133,car,167,166,332,234,00000133,11220,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000133.jpg,720,480,0.23194444444444445,0.3458333333333333,0.46111111111111114,0.4875
134,car,279,249,418,351,00000134,14178,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000134.jpg,720,480,0.3875,0.51875,0.5805555555555556,0.73125
135,pickup_truck,386,319,621,453,00000135,31490,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000135.jpg,720,480,0.5361111111111111,0.6645833333333333,0.8625,0.94375
136,pickup_truck,456,262,711,398,00000136,34680,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000136.jpg,720,480,0.6333333333333333,0.5458333333333333,0.9875,0.8291666666666667
137,car,198,70,289,115,00000137,4095,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000137.jpg,342,228,0.5789473684210527,0.30701754385964913,0.8450292397660819,0.5043859649122807
138,bus,108,88,445,237,00000138,50213,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000138.jpg,720,480,0.15,0.18333333333333332,0.6180555555555556,0.49375
139,pickup_truck,188,85,237,112,00000139,1323,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000139.jpg,342,228,0.5497076023391813,0.37280701754385964,0.6929824561403509,0.49122807017543857
140,car,22,244,289,445,00000140,53667,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000140.jpg,720,480,0.030555555555555555,0.5083333333333333,0.4013888888888889,0.9270833333333334
141,car,342,228,478,328,00000141,13600,/Users/michaelopatola/Downloads/roadvision_ai_executed/data/Images/00000141.jpg,720,480,0.475,0.475,0.6638888888888889,0.6833333333333333
